ticker,sector,marketCap,trailingPE,forwardPE,priceToBook,enterpriseToRevenue,returnOnEquity,returnOnAssets,profitMargins,operatingMargins,debtToEquity,currentRatio,quickRatio,beta,revenueGrowth,earningsGrowth
CVS,Healthcare,96007176192,199.0263,11.671296,1.3170451,0.426,0.0057800002,0.02498,0.0011999999,0.022650002,111.821,0.832,0.594,0.48,0.078,
DHR,Healthcare,162006663168,46.553497,26.998806,3.128976,7.271,0.06843,0.040570002,0.14435,0.2075,35.544,1.519,0.835,0.923,0.044,0.134
DRI,Consumer Cyclical,20721246208,19.048231,16.829544,9.294979,2.306,0.50411,0.07475,0.08898,0.09879,361.727,0.397,0.13,0.656,0.104,0.261
DDOG,Technology,53095059456,504.69998,74.58621,15.432678,15.641,0.03519,-0.00503,0.033239998,-0.00656,37.199,3.663,3.551,1.234,0.284,-0.337
DVA,Healthcare,8393384960,12.127066,10.416148,-14.569939,1.67,0.61618,0.07007,0.05796,0.14832,953.093,1.363,1.234,0.994,0.048,-0.184
DAY,Technology,11053615104,,31.253393,4.101057,6.155,-0.05706,-0.00205,-0.07912,-0.25831,45.53,1.043,0.18,1.2,0.095,
DECK,Consumer Cyclical,14789832704,14.814264,15.6761,5.9063983,2.568,0.43312,0.21533,0.19364001,0.2282,14.22,3.067,2.024,1.186,0.091,0.144
DE,Industrials,128436199424,25.709415,21.430311,4.9488564,4.068,0.20427999,0.03816,0.110039994,0.12627,245.842,2.222,2.006,1.007,0.131,-0.137
DELL,Technology,93399351296,18.15817,14.77766,-35.79232,1.106,,0.05835,0.05005,0.07847,,0.853,0.549,1.109,0.108,0.443
DAL,Industrials,43813797888,9.464033,9.558404,2.312358,0.982,0.28514,0.04749,0.07357,0.0992,117.299,0.398,0.262,1.376,0.064,0.102
DVN,Energy,23785957376,8.837265,8.401345,1.5354041,1.867,0.18586999,0.08022001,0.16424999,0.24194999,56.274,0.957,0.758,0.673,0.071,-0.162
DXCM,Healthcare,25682247680,36.38333,32.26108,9.369099,5.491,0.30635,0.07017,0.15958999,0.20053,94.479,1.565,1.346,1.515,0.216,1.099
FANG,Energy,45912498176,11.137641,10.833334,1.1640025,4.656,0.10901,0.051009998,0.28689,0.36628,35.66,0.623,0.431,0.612,0.42,0.1
DLR,Real Estate,57606828032,42.787014,136.14049,2.5348146,12.971,0.05825,0.010650001,0.23959999,0.13333,79.248,1.304,1.275,1.123,0.111,0.603
DG,Consumer Defensive,29135433728,22.901382,21.281351,3.5592902,1.054,0.16450001,0.04191,0.03033,0.03999,201.663,1.171,0.183,0.276,0.046,0.438
DLTR,Consumer Defensive,24973821952,23.189394,20.20462,7.092215,1.657,0.20066999,0.05111,-0.15397,0.06725,221.055,0.959,0.153,0.752,0.094,0.106
D,Utilities,49945391104,19.11438,17.304733,1.8707821,6.511,0.09204,0.029790001,0.16790001,0.34504002,154.315,0.845,0.361,0.68,0.149,0.062
DPZ,Consumer Cyclical,14141422592,24.33119,23.613945,-3.690202,4.159,,0.33951,0.12159,0.18064,,1.609,0.773,1.145,0.031,0.301
DASH,Consumer Cyclical,96974667776,113.63636,126.404495,10.211028,7.598,0.100430004,0.0312,0.0683,0.08009,34.255,2.045,1.032,1.716,0.273,0.459
DOV,Industrials,26208608256,24.88151,20.30712,3.4202,3.499,0.15883,0.069,0.28370002,0.1869,40.076,2.042,1.362,1.309,0.048,-0.126
DOW,Basic Materials,16319217664,,7.3826365,0.9303456,0.79,-0.05287,0.00723,-0.02769,0.01905,102.943,1.944,1.009,0.784,-0.083,-0.733
DHI,Consumer Cyclical,47288352768,13.721453,9.957313,1.9309051,1.459,0.14321,0.08158,0.10468,0.124680005,24.514,6.421,0.642,1.38,-0.032,-0.222
DTE,Utilities,27254239232,19.674662,18.201109,2.2416766,3.543,0.11658,0.02826,0.093439996,0.18968001,207.975,1.152,0.495,0.467,0.214,-0.124
DUK,Utilities,90613088256,18.349606,18.378548,1.795488,5.817,0.09905,0.02854,0.15972,0.27125,170.344,0.629,0.243,0.477,0.048,0.127
DD,Basic Materials,16972689408,23.416183,9.22779,0.7411676,1.925,0.03217,0.03462,-0.060110003,0.17773001,39.673,2.002,0.838,1.137,0.073,
EMN,Basic Materials,7065638400,10.27212,7.072414,1.2156715,1.309,0.12116,0.049099997,0.07746,0.09673,89.235,1.756,0.818,1.247,-0.106,-0.739
ETN,Industrials,131451035648,33.7998,28.021576,6.960053,5.328,0.20653,0.080290005,0.14741,0.19791001,59.661,1.28,0.708,1.168,0.101,0.024
EBAY,Consumer Cyclical,37688791040,18.28603,15.798851,7.9343853,3.83,0.42430001,0.0785,0.20366,0.21418,151.155,0.925,0.841,1.341,0.095,0.054
ECL,Basic Materials,73654550528,37.311783,34.62533,11.070424,5.028,0.21869,0.07754,0.12489,0.14715,103.915,1.697,1.259,0.982,0.178,
EIX,Utilities,22355007488,7.613368,10.191229,1.4411532,3.607,0.15765001,0.03238,0.16315001,0.32557,204.02,0.82,0.404,0.831,0.106,0.636
EW,Healthcare,50602151936,37.80263,35.179592,4.9044046,7.977,0.13492,0.07715,0.23249,0.27371,6.862,4.004,2.982,0.967,0.147,-0.903
EA,Communication Services,51001643008,59.107246,23.906214,8.4744215,7.107,0.13201,0.06273,0.121429995,0.10875,36.65,0.838,0.721,0.757,-0.092,-0.514
ELV,Healthcare,74477723648,13.477995,9.463519,1.6708428,0.357,0.12569,0.04242,0.028399998,0.034649998,72.823,1.56,1.433,0.525,0.123,0.22
EMR,Industrials,77323091968,34.09181,21.738924,3.8123648,4.963,0.09363,0.052389998,0.12728,0.20721,67.785,0.876,0.603,1.254,0.051,-0.353
ENPH,Technology,4089366016,21.40411,8.538251,4.109679,2.542,0.20305,0.03931,0.12932,0.16433,123.979,2.042,1.518,1.422,0.078,0.517
ETR,Utilities,42078359552,23.206898,12.173127,2.5254638,5.603,0.11188,0.03134,0.1421,0.30055,179.362,0.713,0.423,0.616,0.125,0.02
EOG,Energy,61244080128,11.139027,10.1419525,2.0140772,2.89,0.18476999,0.09086,0.24410999,0.33223,26.835,1.624,1.29,0.504,-0.024,-0.085
EPAM,Technology,11339891712,31.036587,18.194818,3.0168328,1.919,0.10207,0.07743,0.070149995,0.10682,4.165,3.022,2.852,1.753,0.194,-0.194
EQT,Energy,37868384256,19.765472,24.079365,1.6356677,6.42,0.08488,0.040939998,0.23097,0.34897,30.675,0.578,0.474,0.621,0.514,
EFX,Industrials,26057476096,39.982986,22.477152,5.2508626,5.157,0.13066,0.05905,0.1108,0.19950001,94.824,0.738,0.607,1.586,0.072,0.142
EQIX,Real Estate,72812838912,68.03487,55.424515,5.143289,10.108,0.077,0.03196,0.118,0.21851999,147.969,1.34,1.069,1.037,0.066,0.229
EQR,Real Estate,24030889984,20.151815,36.130177,2.0994363,10.483,0.10444,0.02558,0.37583,0.28955,76.237,0.165,0.085,0.759,0.046,1.009
ERIE,Financial Services,15501853696,23.927359,22.12388,6.7140756,3.702,0.30444,0.15170999,0.16038,0.20115,2.353,1.669,1.551,0.386,0.067,0.144
ESS,Real Estate,17638014976,19.419771,42.420265,2.920617,12.153,0.15987,0.030580001,0.44167,0.33777002,115.144,0.457,0.125,0.728,0.062,0.389
EL,Consumer Defensive,37884674048,,38.937035,9.738768,3.121,-0.20727,0.03847,-0.064380005,0.072680004,242.211,1.321,0.807,1.175,0.036,
EG,Financial Services,13011938304,23.046097,4.6633067,0.8467483,0.632,0.03595,0.00746,0.031229999,0.07728,23.337,0.408,0.287,0.38,-0.009,-0.484
EVRG,Utilities,16870091776,20.076712,18.138615,1.6395203,5.376,0.08454,0.02866,0.1445,0.36201,142.45,0.516,0.105,0.634,-0.001,0.005
ES,Utilities,25040123904,18.436464,13.962342,1.5618638,4.166,0.0861,0.03173,0.102189995,0.22489001,184.357,0.715,0.306,0.767,0.051,
EXC,Utilities,44247543808,15.70251,16.657795,1.5743703,3.81,0.10308,0.02853,0.116009995,0.22177,177.601,0.939,0.608,0.55,0.09,0.229
EXE,Energy,29261529088,39.504826,28.976418,1.6120821,3.128,0.061189998,0.050669998,0.08043,0.29054,27.95,0.81,0.593,0.437,3.193,
EXPE,Consumer Cyclical,32590395392,25.378613,18.344707,24.241282,2.356,0.53886,0.05079,0.096590005,0.25566998,250.289,0.744,0.619,1.442,0.087,0.454
EXPD,Industrials,20557285376,24.709625,28.154274,8.901622,1.762,0.36505002,0.13853,0.07571,0.0995,24.549,1.794,1.58,1.143,-0.035,0.006
EXR,Real Estate,28710684672,28.98434,27.1046,2.0193582,12.251,0.06786,0.033469997,0.27735,0.46325,94.252,1.46,0.192,1.269,0.034,-0.142
XOM,Energy,496838836224,16.938953,14.808132,1.8861878,1.616,0.11424,0.05108,0.091809995,0.11057,15.672,1.137,0.759,0.379,-0.051,-0.083
FFIV,Technology,14413195264,21.009314,16.111689,3.9845831,4.317,0.20602,0.08291,0.22421,0.27135,7.288,1.562,1.4,0.993,0.085,0.164
FDS,Financial Services,10987783168,18.690033,15.5583515,5.0041327,5.207,0.29132,0.111899994,0.25715,0.29707,71.282,1.4,1.2,0.744,0.062,0.728
FICO,Technology,43171295232,67.56311,48.386604,-24.482122,22.904,,0.32619,0.32747,0.48099998,,0.83,0.781,1.289,0.136,0.179
FAST,Industrials,47643480064,38.785046,18.949772,12.23467,5.986,0.32742,0.205,0.15336001,0.20696,13.283,4.259,1.964,0.884,0.117,0.115
FRT,Real Estate,8436886016,24.67005,31.661238,2.7449098,10.73,0.10516,0.03276,0.27586,0.34465,138.76,0.369,0.352,1.017,0.06,-0.011
FDX,Industrials,64720224256,16.077961,12.056704,2.3309312,,0.15004,0.048839998,0.046529997,0.0764,,1.246,1.144,1.332,0.139,-0.133
FIS,Technology,34821758976,208.31252,11.674256,2.4963489,4.493,0.011829999,0.04289,0.0146200005,0.2385,94.272,0.532,0.394,0.928,0.057,0.22
FITB,Financial Services,30024652800,13.558208,12.443835,1.5525551,5.758,0.115109995,0.01129,0.29674,0.39780998,,,,1.007,0.067,0.167
FSLR,Technology,27643650048,19.755367,12.349472,3.066311,5.246,0.16864,0.0756,0.27728,0.29225,9.893,1.91,1.382,1.589,0.797,0.457
FE,Utilities,25942960128,19.526087,15.539792,2.027082,3.738,0.11192001,0.03247,0.09312,0.21263,193.669,0.747,0.58,0.648,0.112,0.045
FI,Technology,34314950656,9.860897,7.6310306,1.3638307,3.005,0.1354,0.04773,0.17046,0.25385,120.581,1.08,0.237,0.794,0.009,0.49
F,Consumer Cyclical,51918016512,11.136752,7.445714,1.0955104,0.969,0.10295,0.00833,0.024820002,0.03146,346.673,1.121,0.94,1.611,0.094,1.727
FTNT,Technology,66603843584,35.769547,36.066387,87.79797,9.551,2.28043,0.13884,0.28584,0.31648,148.116,1.027,0.897,1.101,0.144,-0.114
FTV,Technology,18185578496,21.161417,12.889688,2.624768,3.203,0.103649996,0.04829,0.09621,0.15539,52.244,0.701,0.492,1.043,0.023,-0.742
FOXA,Communication Services,30365683712,15.370788,18.337801,2.4918942,2.042,0.17272,0.087299995,0.12353,0.26323998,60.136,3.238,2.917,0.512,0.049,-0.258
FOX,Communication Services,28673871872,13.683146,25.910639,2.2182958,1.839,0.17272,0.087299995,0.12353,0.26323998,60.136,3.238,2.917,0.512,0.049,-0.258
BEN,Financial Services,12190711808,25.714285,9.0,1.0093168,1.662,0.03818,0.022550002,0.05985,0.17558001,23.699,4.097,1.091,1.494,0.06,
FCX,Basic Materials,64904065024,31.608393,20.925926,3.4713156,3.138,0.14538999,0.07699,0.07969,0.28055,30.589,2.455,1.046,1.484,0.027,0.278
GRMN,Technology,39189843968,25.134565,27.290884,4.6198006,5.303,0.19655001,0.11185,0.22625999,0.25795,2.342,3.316,2.004,1.014,0.117,0.005
IT,Technology,17401812992,20.084791,17.420015,30.102188,2.783,1.0925701,0.096920006,0.1371,0.15773,512.089,0.878,0.747,1.081,0.027,-0.912
GE,Industrials,301101154304,38.01071,54.187027,15.921274,7.02,0.42131,0.049289998,0.18344,0.20598,115.246,1.077,0.717,1.405,0.238,0.193
GEHC,Healthcare,39017791488,17.693583,18.299786,3.8955238,2.267,0.24450001,0.05455,0.10945,0.14213,105.127,1.181,0.853,1.244,0.058,-0.041
GEV,Industrials,171860410368,103.15687,91.49565,19.811712,4.404,0.16723,0.024260001,0.045229997,0.05738,11.101,1.029,0.65,,0.118,
GEN,Technology,16706839552,29.76923,11.057142,6.803114,5.541,0.25027,0.06864,0.12743,0.36475,356.98,0.505,0.391,1.112,0.253,-0.192
GNRC,Industrials,9526183936,30.97901,19.772228,3.6033297,2.463,0.11969,0.057550002,0.06921,0.0925,56.133,2.183,0.855,1.819,-0.05,-0.407
GD,Industrials,91114323968,21.874838,20.97699,3.723397,1.909,0.17782,0.05796,0.081829995,0.10459,40.419,1.4,0.783,0.405,0.106,0.158
GIS,Consumer Defensive,24558120960,8.68242,9.772341,2.583385,1.982,0.30866,0.06216,0.15241,0.15602,151.352,0.658,0.346,-0.076,-0.068,1.155
